Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
1393,Entry long,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,67413.1,817.1,1.21,1815.5,2.69,-825.1,-1.22,47228.1,0.05
1394,Exit long,2026-02-18 08:35,BEAR|613.544|-509.3977393909|426.60289|1.4382087285|0.8302546181|52.0731303045|561.4708696955|68.4966440679|68.5583785808|228.6842741515|403.8952989785|554.6515263303|33.8484374404|112.0629236543|0.6872629313|-4.1243237428|1.4796108965|0.2308454789|0.2333449935|0.4963292184|0|1|0|1,68230.2,1,67446.8,783.4,1.16,1781.8,2.64,-858.8,-1.27,48011.5,0.05
1394,Entry long,2026-02-16 15:50,BULL|1622.236|834.4649433613|562.59051|2.8835111349|0.5143918292|1228.3504716807|393.8855283193|26.065893915|16.9592387168|-779.6180763601|-1076.2490727642|-1285.0065878595|-94.541653576|253.3248782266|-14.8703761421|-21.6872186045|-102.5800757932|-1.2636962676|1.7805179827|-0.0998028933|1|0|1|0,67446.8,1,67446.8,783.4,1.16,1781.8,2.64,-858.8,-1.27,48011.5,0.05
1395,Exit long,2026-02-18 08:35,BEAR|613.544|-509.3977393909|426.60289|1.4382087285|0.8302546181|52.0731303045|561.4708696955|68.4966440679|68.5583785808|228.6842741515|403.8952989785|554.6515263303|33.8484374404|112.0629236543|0.6872629313|-4.1243237428|1.4796108965|0.2308454789|0.2333449935|0.4963292184|0|1|0|1,68230.2,1,67757.3,472.9,0.70,680.7,1.00,-1169.3,-1.73,48484.4,0.05
1395,Entry long,2026-02-17 10:45,BULL|463.12|258.1886213854|335.180125|1.3817048371|0.5574983188|360.6543106927|102.4656893073|35.7335278733|32.5807287659|-175.7630494468|-303.5600267265|-527.177183514|-14.8917802955|112.689349339|-11.6070067016|-20.5442926646|-29.7144440726|-0.3867375734|0.2544311763|0.462795269|1|0|1|0,67757.3,1,67757.3,472.9,0.70,680.7,1.00,-1169.3,-1.73,48484.4,0.05
1396,Exit long,2026-02-18 08:35,BEAR|613.544|-509.3977393909|426.60289|1.4382087285|0.8302546181|52.0731303045|561.4708696955|68.4966440679|68.5583785808|228.6842741515|403.8952989785|554.6515263303|33.8484374404|112.0629236543|0.6872629313|-4.1243237428|1.4796108965|0.2308454789|0.2333449935|0.4963292184|0|1|0|1,68230.2,1,67822.1,408.1,0.60,615.9,0.91,-1234.1,-1.82,48892.5,0.05
1396,Entry long,2026-02-17 11:00,BULL|610.137|274.7301961326|332.68672|1.8339686057|0.4502762431|442.4335980663|167.7034019337|33.7193279623|30.2516218405|-198.8437636715|-345.83714849|-594.2551462907|-18.1064534736|114.9904885196|-3.3602315979|-4.6274163913|-6.8878065181|-0.1689878556|1.1036141055|-0.2352813437|1|0|1|0,67822.1,1,67822.1,408.1,0.60,615.9,0.91,-1234.1,-1.82,48892.5,0.05
1397,Exit long,2026-02-18 08:35,BEAR|613.544|-509.3977393909|426.60289|1.4382087285|0.8302546181|52.0731303045|561.4708696955|68.4966440679|68.5583785808|228.6842741515|403.8952989785|554.6515263303|33.8484374404|112.0629236543|0.6872629313|-4.1243237428|1.4796108965|0.2308454789|0.2333449935|0.4963292184|0|1|0|1,68230.2,1,66858.5,1371.7,2.05,1579.5,2.36,-270.5,-0.40,50264.2,0.05
1397,Entry long,2026-02-17 14:55,BULL|4184.597|3561.2401990651|416.08632|10.0570405679|0.8510354041|3872.9185995326|311.6784004674|25.1159224359|14.2405196054|-787.2699717129|-887.7636723328|-1138.5598556544|-116.8727658473|237.830534415|-22.6654190524|-28.2657494545|-111.7609486003|-1.380371256|9.1115474755|0.2775316273|1|0|1|0,66858.5,1,66858.5,1371.7,2.05,1579.5,2.36,-270.5,-0.40,50264.2,0.05
1398,Exit short,2026-02-18 18:30,BULL|2989.095|1123.3833176595|576.25054|5.1871448138|0.3758272379|2056.2391588297|932.8558411703|35.5206179038|24.4059119333|-294.5913841933|-411.7227520356|-686.7845651441|-22.0749573749|171.8340858085|-13.044689013|-27.557855369|-27.9360996882|-0.533084759|4.4866907503|0.018947179|1|0|1|0,66849.3,1,68230.2,1380.9,2.02,1629.4,2.39,-105.8,-0.16,51645.1,0.05
1398,Entry short,2026-02-18 08:35,BEAR|613.544|-509.3977393909|426.60289|1.4382087285|0.8302546181|52.0731303045|561.4708696955|68.4966440679|68.5583785808|228.6842741515|403.8952989785|554.6515263303|33.8484374404|112.0629236543|0.6872629313|-4.1243237428|1.4796108965|0.2308454789|0.2333449935|0.4963292184|0|1|0|1,68230.2,1,68230.2,1380.9,2.02,1629.4,2.39,-105.8,-0.16,51645.1,0.05
1399,Exit long,2026-02-20 00:25,BEAR|1588.204|-1323.9228272583|631.538965|2.5148155348|0.8335974643|132.1405863708|1456.0634136292|65.1213537036|73.7642366241|183.3358361082|239.3981306868|379.6151259157|25.2963174343|101.1085416059|9.1678805583|12.1581271341|10.5212066389|0.26240173|2.373655838|-0.1638804676|0|1|0|1,67214.7,1,66849.3,365.4,0.55,450.1,0.67,-1253.6,-1.88,52010.5,0.05
1399,Entry long,2026-02-18 18:30,BULL|2989.095|1123.3833176595|576.25054|5.1871448138|0.3758272379|2056.2391588297|932.8558411703|35.5206179038|24.4059119333|-294.5913841933|-411.7227520356|-686.7845651441|-22.0749573749|171.8340858085|-13.044689013|-27.557855369|-27.9360996882|-0.533084759|4.4866907503|0.018947179|1|0|1|0,66849.3,1,66849.3,365.4,0.55,450.1,0.67,-1253.6,-1.88,52010.5,0.05
1400,Exit long,2026-02-20 00:25,BEAR|1588.204|-1323.9228272583|631.538965|2.5148155348|0.8335974643|132.1405863708|1456.0634136292|65.1213537036|73.7642366241|183.3358361082|239.3981306868|379.6151259157|25.2963174343|101.1085416059|9.1678805583|12.1581271341|10.5212066389|0.26240173|2.373655838|-0.1638804676|0|1|0|1,67214.7,1,66377.5,837.2,1.26,921.9,1.39,-781.8,-1.18,52847.7,0.05
1400,Entry long,2026-02-18 18:55,BULL|2654.003|2298.2685609497|610.558085|4.3468476877|0.8659630607|2476.1357804749|177.8672195251|33.2814658066|29.4674344768|-438.4055822027|-626.1855638685|-961.7631908675|-58.0720101305|214.9148037687|-2.2391520972|5.0615225435|-35.9970527556|-0.4717185916|-0.8402971261|0.4901358228|1|0|1|0,66377.5,1,66377.5,837.2,1.26,921.9,1.39,-781.8,-1.18,52847.7,0.05
1401,Exit long,2026-02-20 00:25,BEAR|1588.204|-1323.9228272583|631.538965|2.5148155348|0.8335974643|132.1405863708|1456.0634136292|65.1213537036|73.7642366241|183.3358361082|239.3981306868|379.6151259157|25.2963174343|101.1085416059|9.1678805583|12.1581271341|10.5212066389|0.26240173|2.373655838|-0.1638804676|0|1|0|1,67214.7,1,66084.8,1129.9,1.71,1214.6,1.84,-489.1,-0.74,53977.6,0.05
1401,Entry long,2026-02-18 19:35,BULL|1726.63|1496.4126666666|640.221785|2.6969247852|0.8666666667|1611.5213333333|115.1086666667|32.5358396425|29.7222948304|-370.3314868315|-659.405261212|-1119.4243968191|-29.0047776554|210.7284371622|-5.1426960812|-9.3977951818|22.6807925262|-0.3887218045|1.0458725076|-0.1137984496|1|0|1|0,66084.8,1,66084.8,1129.9,1.71,1214.6,1.84,-489.1,-0.74,53977.6,0.05
1402,Exit long,2026-02-20 00:25,BEAR|1588.204|-1323.9228272583|631.538965|2.5148155348|0.8335974643|132.1405863708|1456.0634136292|65.1213537036|73.7642366241|183.3358361082|239.3981306868|379.6151259157|25.2963174343|101.1085416059|9.1678805583|12.1581271341|10.5212066389|0.26240173|2.373655838|-0.1638804676|0|1|0|1,67214.7,1,65871.2,1343.5,2.04,1378.8,2.09,-275.5,-0.42,55321.1,0.06
1402,Entry long,2026-02-19 14:00,BULL|1478.736|1216.1737509247|360.174295|4.1056122564|0.8224414303|1347.4548754624|131.2811245376|31.4443937769|33.3270320801|-327.9218340421|-570.9995061977|-830.9861650381|-42.6256670556|148.3743919366|6.193210581|16.060664607|-10.0408090632|-0.3011902458|0.6738715871|0.6740835594|1|0|1|0,65871.2,1,65871.2,1343.5,2.04,1378.8,2.09,-275.5,-0.42,55321.1,0.06
1403,Exit long,2026-02-20 00:25,BEAR|1588.204|-1323.9228272583|631.538965|2.5148155348|0.8335974643|132.1405863708|1456.0634136292|65.1213537036|73.7642366241|183.3358361082|239.3981306868|379.6151259157|25.2963174343|101.1085416059|9.1678805583|12.1581271341|10.5212066389|0.26240173|2.373655838|-0.1638804676|0|1|0|1,67214.7,1,66219.2,995.5,1.50,1030.8,1.56,-355.4,-0.54,56316.6,0.06
1403,Entry long,2026-02-19 14:45,BULL|2572.636|1577.1131717035|393.0452|6.545394779|0.6130339355|2074.8745858517|497.7614141483|48.0010291943|55.7647643208|9.283566114|-255.6386427272|-622.1562527835|18.8416160728|194.6982608543|9.0144671502|9.5647083781|27.3143154166|0.1093919504|3.1592107674|0.2550793901|0|1|1|0,66219.2,1,66219.2,995.5,1.50,1030.8,1.56,-355.4,-0.54,56316.6,0.06
1404,Exit short,2026-02-20 13:50,BULL|4102.183|3885.7309289702|508.081245|8.0738721226|0.9472349061|3993.9569644851|108.2260355149|30.151371545|28.3771657111|-576.2025959863|-855.0232818541|-824.0690474683|-60.1646793061|195.3496962524|-6.6810506761|-9.1710842251|-55.1456759454|-0.8879900352|6.4655356146|0.3650003468|1|0|1|0,66754.2,1,67214.7,460.5,0.69,806.6,1.20,-1069,-1.59,56777.1,0.06
1404,Entry short,2026-02-20 00:25,BEAR|1588.204|-1323.9228272583|631.538965|2.5148155348|0.8335974643|132.1405863708|1456.0634136292|65.1213537036|73.7642366241|183.3358361082|239.3981306868|379.6151259157|25.2963174343|101.1085416059|9.1678805583|12.1581271341|10.5212066389|0.26240173|2.373655838|-0.1638804676|0|1|0|1,67214.7,1,67214.7,460.5,0.69,806.6,1.20,-1069,-1.59,56777.1,0.06
1405,Exit short,2026-02-20 13:50,BULL|4102.183|3885.7309289702|508.081245|8.0738721226|0.9472349061|3993.9569644851|108.2260355149|30.151371545|28.3771657111|-576.2025959863|-855.0232818541|-824.0690474683|-60.1646793061|195.3496962524|-6.6810506761|-9.1710842251|-55.1456759454|-0.8879900352|6.4655356146|0.3650003468|1|0|1|0,66754.2,1,67876.2,1122,1.65,1468.1,2.16,-407.5,-0.60,57899.1,0.06
1405,Entry short,2026-02-20 05:45,BEAR|1396.517|-201.2872415508|625.146415|2.2339038767|0.1441351889|597.6148792246|798.9021207754|75.5506841291|83.6999556787|452.1882355524|537.1898815134|810.8416708475|62.330739608|112.9686126501|28.1881302937|38.0616853988|69.3416104211|0.881852843|2.0013241895|-0.1744922621|0|1|0|1,67876.2,1,67876.2,1122,1.65,1468.1,2.16,-407.5,-0.60,57899.1,0.06
1406,Exit short,2026-02-20 13:50,BULL|4102.183|3885.7309289702|508.081245|8.0738721226|0.9472349061|3993.9569644851|108.2260355149|30.151371545|28.3771657111|-576.2025959863|-855.0232818541|-824.0690474683|-60.1646793061|195.3496962524|-6.6810506761|-9.1710842251|-55.1456759454|-0.8879900352|6.4655356146|0.3650003468|1|0|1|0,66754.2,1,68112.9,1358.7,1.99,1704.8,2.50,-170.8,-0.25,59257.8,0.06
1406,Entry short,2026-02-20 09:40,BEAR|951.518|-417.1536449886|455.810045|2.0875318796|0.4384085692|267.1821775057|684.3358224943|63.6802006924|64.7224830974|151.9113808859|300.0217932543|777.5014882117|23.9537237804|100.939165369|-2.2701234955|-6.821206008|3.2489308093|0.0377498726|-0.0231301633|-0.0367405361|0|1|0|1,68112.9,1,68112.9,1358.7,1.99,1704.8,2.50,-170.8,-0.25,59257.8,0.06
1407,Exit short,2026-02-20 13:50,BULL|4102.183|3885.7309289702|508.081245|8.0738721226|0.9472349061|3993.9569644851|108.2260355149|30.151371545|28.3771657111|-576.2025959863|-855.0232818541|-824.0690474683|-60.1646793061|195.3496962524|-6.6810506761|-9.1710842251|-55.1456759454|-0.8879900352|6.4655356146|0.3650003468|1|0|1|0,66754.2,1,68137.3,1383.1,2.03,1729.2,2.54,-119.4,-0.18,60640.9,0.06
1407,Entry short,2026-02-20 10:15,BEAR|886.759|-294.8662691839|428.32362|2.070301423|0.3325213155|295.9463654081|590.8126345919|65.8119190259|68.6289369248|129.790906482|287.7678463906|791.7609187345|4.1480690262|89.5959122697|3.3022972058|6.5684381854|-10.2121632967|0.1136615617|1.6805207133|-0.1236190354|0|1|0|1,68137.3,1,68137.3,1383.1,2.03,1729.2,2.54,-119.4,-0.18,60640.9,0.06
1408,Exit long,2026-02-21 09:40,BEAR|1520.506|-954.625737295|429.37089|3.5412414661|0.6278342455|282.9401313525|1237.5658686475|69.5705722117|70.157015871|178.2492461958|267.3946765777|407.9885763176|24.0940341312|68.5084035593|12.8710191749|20.0472825674|18.107378919|0.3491382673|3.0757814615|-0.2060119083|0|1|0|1,68195,1,66754.2,1440.8,2.16,1525.8,2.29,-253.4,-0.38,62081.7,0.06
1408,Entry long,2026-02-20 13:50,BULL|4102.183|3885.7309289702|508.081245|8.0738721226|0.9472349061|3993.9569644851|108.2260355149|30.151371545|28.3771657111|-576.2025959863|-855.0232818541|-824.0690474683|-60.1646793061|195.3496962524|-6.6810506761|-9.1710842251|-55.1456759454|-0.8879900352|6.4655356146|0.3650003468|1|0|1|0,66754.2,1,66754.2,1440.8,2.16,1525.8,2.29,-253.4,-0.38,62081.7,0.06
1409,Exit short,2026-02-22 00:35,BULL|421.043|130.2647520278|346.1529|1.2163497691|0.3093858633|275.6538760139|145.3891239861|30.4663294188|23.1049824647|-178.3373279832|-306.719068843|-351.3540417387|-4.9653607671|84.4208641124|-11.0368444038|-22.9806420983|-10.677137612|-0.2520899641|0.3545681473|-0.688528631|1|0|1|0,67812.2,1,68195,382.8,0.56,431.3,0.63,-492,-0.72,62464.5,0.06
1409,Entry short,2026-02-21 09:40,BEAR|1520.506|-954.625737295|429.37089|3.5412414661|0.6278342455|282.9401313525|1237.5658686475|69.5705722117|70.157015871|178.2492461958|267.3946765777|407.9885763176|24.0940341312|68.5084035593|12.8710191749|20.0472825674|18.107378919|0.3491382673|3.0757814615|-0.2060119083|0|1|0|1,68195,1,68195,382.8,0.56,431.3,0.63,-492,-0.72,62464.5,0.06
1410,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,67812.2,-3283.2,-4.84,407.8,0.60,-5410.5,-7.98,59181.3,0.06
1410,Entry long,2026-02-22 00:35,BULL|421.043|130.2647520278|346.1529|1.2163497691|0.3093858633|275.6538760139|145.3891239861|30.4663294188|23.1049824647|-178.3373279832|-306.719068843|-351.3540417387|-4.9653607671|84.4208641124|-11.0368444038|-22.9806420983|-10.677137612|-0.2520899641|0.3545681473|-0.688528631|1|0|1|0,67812.2,1,67812.2,-3283.2,-4.84,407.8,0.60,-5410.5,-7.98,59181.3,0.06
1411,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,67656.5,-3127.5,-4.62,143.5,0.21,-5254.8,-7.77,56053.8,0.06
1411,Entry long,2026-02-22 13:50,BULL|1345.599|486.9288210116|252.95988|5.3194166601|0.3618677043|916.2639105058|429.3350894942|23.0541137661|14.4722127998|-292.5591155775|-364.9521610073|-422.5078938725|-32.5699297221|81.6478276722|-22.6161724843|-35.5550872897|-30.0287085021|-0.5268803124|4.2702690244|-0.230399431|1|0|1|0,67656.5,1,67656.5,-3127.5,-4.62,143.5,0.21,-5254.8,-7.77,56053.8,0.06
1412,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,67620.7,-3091.7,-4.57,179.3,0.27,-5219,-7.72,52962.1,0.05
1412,Entry long,2026-02-22 14:15,BULL|1289.3|355.296198994|267.844195|4.8136193506|0.2755729458|822.298099497|467.001900503|30.4054744958|30.4446735883|-219.7652703662|-342.5646765805|-448.7750818225|-29.7257559619|95.5786158295|7.3513607297|15.9724607885|2.8441737602|-0.0708496036|-0.5057973095|-0.0862947585|1|0|1|0,67620.7,1,67620.7,-3091.7,-4.57,179.3,0.27,-5219,-7.72,52962.1,0.05
1413,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,67455.1,-2926.1,-4.34,344.9,0.51,-5053.4,-7.49,50036,0.05
1413,Entry long,2026-02-22 14:55,BULL|1484.201|21.914377181|290.31048|5.1124609763|0.0147651007|753.0576885905|731.1433114095|27.8033900612|23.1575251582|-260.2522952834|-416.7965347305|-586.8895645552|-10.7598108838|104.629623441|-9.2010191815|-18.0292039631|-0.1646194045|-0.3149450215|3.8237944188|-0.2112024399|1|0|1|0,67455.1,1,67455.1,-2926.1,-4.34,344.9,0.51,-5053.4,-7.49,50036,0.05
1414,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,67117.3,-2588.3,-3.86,0,0.00,-4715.6,-7.03,47447.7,0.05
1414,Entry long,2026-02-23 00:55,BULL|1708.151|311.5869695253|338.41263|5.0475391536|0.1824118415|1009.8689847627|698.2820152373|22.6113624725|10.7010877497|-363.4513100287|-415.579046221|-567.4845177591|-57.5364017706|107.9547459337|-19.1201723055|-21.6718494609|-48.0331873386|-0.5944492376|3.5984990258|-0.5369598862|1|0|1|0,67117.3,1,67117.3,-2588.3,-3.86,0,0.00,-4715.6,-7.03,47447.7,0.05
1415,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,65520.6,-991.6,-1.51,1053.9,1.61,-3118.9,-4.76,46456.1,0.05
1415,Entry long,2026-02-23 01:10,BULL|7346.991|1360.7081248406|385.88881|19.0391397978|0.1852061783|4353.8495624203|2993.1414375797|14.2797244421|7.7510726431|-828.7575582485|-970.6508741649|-1179.6035500412|-103.895147942|172.5898603558|-12.1311351196|-6.334063315|-61.6105699286|-1.1142426232|16.2037921644|-0.3733186748|1|0|1|0,65520.6,1,65520.6,-991.6,-1.51,1053.9,1.61,-3118.9,-4.76,46456.1,0.05
1416,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,65068.6,-539.6,-0.83,1505.9,2.31,-2666.9,-4.10,45916.5,0.05
1416,Entry long,2026-02-23 01:20,BULL|7754.476|2771.4553212995|465.160135|16.6705515295|0.357400722|5262.9656606498|2491.5103393502|7.9613923756|3.5407068469|-1496.0971555773|-1797.8985962591|-2111.6116354838|-209.1573438698|249.5182979599|-14.6499700969|-7.1603809028|-151.6209420993|-2.4039465286|11.6230123759|0.1749888805|1|0|1|0,65068.6,1,65068.6,-539.6,-0.83,1505.9,2.31,-2666.9,-4.10,45916.5,0.05
1417,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,64787.2,-258.2,-0.40,361.8,0.56,-2385.5,-3.68,45658.3,0.05
1417,Entry long,2026-02-23 18:00,BULL|2813.972|2012.5505597639|981.50294|2.8670031289|0.715199213|2413.2612798819|400.7107201181|27.0047917814|25.3968188658|-502.5681071813|-918.985800182|-1437.6769872774|-59.8595934032|244.2159073703|4.0684009055|12.0619603448|15.6135637617|-0.1355580343|1.1376996066|-0.2390105359|1|0|1|0,64787.2,1,64787.2,-258.2,-0.40,361.8,0.56,-2385.5,-3.68,45658.3,0.05
1418,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,64053.7,475.3,0.74,935.3,1.46,-1652,-2.58,46133.6,0.05
1418,Entry long,2026-02-23 20:25,BULL|1254.709|156.6250453926|850.165545|1.4758408023|0.1248297776|705.6670226963|549.0419773037|32.7536303161|29.4874641677|-387.6370588584|-754.2227140915|-1565.4977407444|-22.5615356937|211.3614830103|-2.7060638593|-4.4920501398|9.0570742307|-0.3781910355|0.6641292543|-0.4607911375|1|0|1|0,64053.7,1,64053.7,475.3,0.74,935.3,1.46,-1652,-2.58,46133.6,0.05
1419,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,63570.5,958.5,1.51,1148.6,1.81,-1168.8,-1.84,47092.1,0.05
1419,Entry long,2026-02-24 04:00,BULL|2384.05|1841.733926968|874.041265|2.7276172138|0.7725231966|2112.891963484|271.158036516|35.055595896|32.8619440445|-268.0036952375|-552.854409628|-1243.6339977069|-13.5130574353|201.9965784002|-0.09812783|2.3647951809|17.7894473644|-0.126412324|2.2606104297|0.5664930459|1|0|1|0,63570.5,1,63570.5,958.5,1.51,1148.6,1.81,-1168.8,-1.84,47092.1,0.05
1420,Exit long,2026-02-24 19:10,BEAR|1257.411|-157.7740038023|850.2266|1.4789127981|0.1254752852|549.8184980989|707.5925019011|63.4334752317|69.5791494054|220.2411882354|459.3532698411|701.3100606512|11.7575267406|163.6501918799|3.5904005974|5.6382161168|12.5869476803|0.2175950463|0.9752403254|-0.8067281047|0|1|0|1,64529,1,63238.9,1290.1,2.04,1480.2,2.34,-837.2,-1.32,48382.2,0.05
