open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1779148800000,76963.20,77125.30,76913.80,77083.10,1060.550,1779149699999,81676227.90330,31445,536.028,41279625.99920,0
1779149700000,77083.10,77384.60,77053.60,77177.50,2231.978,1779150599999,172377103.81530,47340,1318.666,101848748.21820,0
1779150600000,77177.60,77235.50,77084.00,77146.40,692.598,1779151499999,53447908.82430,20580,399.751,30851677.46990,0
1779151500000,77146.50,77275.60,77102.50,77102.60,607.476,1779152399999,46886681.97400,20997,264.379,20406372.33340,0
1779152400000,77102.60,77122.70,77001.10,77079.20,779.437,1779153299999,60060778.43460,26634,369.644,28484306.03380,0
1779153300000,77079.20,77092.80,76645.60,76735.10,2779.589,1779154199999,213542013.00290,51000,1052.652,80848149.89260,0
1779154200000,76735.00,76905.10,76638.70,76824.60,1523.798,1779155099999,116985696.21250,35870,816.389,62677534.09710,0
1779155100000,76824.60,76834.60,76634.00,76635.40,735.670,1779155999999,56439654.01310,23835,303.747,23302669.91610,0
1779156000000,76635.40,76696.20,76451.30,76687.90,1550.504,1779156899999,118733802.67410,41598,751.736,57568652.49730,0
1779156900000,76687.90,76973.70,76638.40,76794.30,1387.395,1779157799999,106587394.69670,38431,849.617,65266869.63470,0
1779157800000,76794.30,76820.80,76690.00,76720.40,748.472,1779158699999,57452456.20700,24392,361.074,27717176.10390,0
1779158700000,76720.50,76757.60,76570.30,76586.20,1059.349,1779159599999,81202124.56450,25273,526.255,40342169.96830,0
1779159600000,76586.20,76747.00,76550.00,76741.70,780.277,1779160499999,59799735.23440,22410,470.342,36052497.25760,0
1779160500000,76741.80,76837.00,76650.80,76714.30,1149.207,1779161399999,88195445.39170,23615,518.011,39759337.70600,0
1779161400000,76714.30,76823.50,76714.20,76816.90,403.068,1779162299999,30943793.20820,13626,222.503,17081490.83300,0
1779162300000,76816.80,76830.40,76722.20,76749.90,344.607,1779163199999,26459639.92600,13404,188.915,14505417.23440,0
1779163200000,76750.00,76916.50,76691.20,76850.40,1141.707,1779164099999,87662234.74600,27457,677.728,52039254.23170,0
1779164100000,76850.40,76850.40,76658.00,76701.30,626.582,1779164999999,48085657.22420,17040,180.675,13863939.93250,0
1779165000000,76701.50,76873.20,76701.00,76846.50,361.812,1779165899999,27790492.04850,12305,211.249,16225053.14700,0
1779165900000,76846.50,76911.20,76828.70,76889.40,457.223,1779166799999,35150100.94260,14841,262.338,20167284.80590,0
1779166800000,76889.40,76911.70,76802.80,76833.60,367.926,1779167699999,28278606.58710,15037,175.602,13496424.63040,0
1779167700000,76833.60,76833.60,76595.70,76787.00,763.172,1779168599999,58538655.09130,25910,372.530,28573010.44740,0
1779168600000,76787.00,76978.00,76732.20,76876.50,1022.983,1779169499999,78635329.67500,32791,572.798,44034688.46290,0
1779169500000,76876.40,76957.10,76833.10,76872.80,652.624,1779170399999,50188522.75640,19156,439.813,33824354.76620,0
1779170400000,76872.80,76978.30,76846.90,76950.00,1083.653,1779171299999,83367852.45080,24803,582.175,44785661.87920,0
1779171300000,76950.00,77006.40,76900.00,76977.40,659.506,1779172199999,50754679.88360,17416,369.907,28468999.90790,0
1779172200000,76977.50,77070.40,76901.10,77042.00,845.613,1779173099999,65105034.30830,25290,458.703,35317639.78640,0
1779173100000,77042.00,77054.00,76971.40,76985.20,411.144,1779173999999,31666538.51160,13817,177.367,13661920.37670,0
1779174000000,76985.10,77109.00,76929.50,77101.60,983.333,1779174899999,75720618.02490,26448,622.087,47905894.93380,0
1779174900000,77101.60,77237.30,77068.00,77107.20,1415.984,1779175799999,109231748.53970,32294,769.066,59335529.99890,0
1779175800000,77107.20,77240.60,77096.40,77221.10,672.980,1779176699999,51932472.69700,17951,378.001,29170373.11620,0
1779176700000,77221.10,77247.70,77178.00,77200.40,951.532,1779177599999,73470734.15920,22738,418.260,32294425.66730,0
1779177600000,77200.40,77216.00,77014.00,77083.00,1018.126,1779178499999,78507301.30000,28674,397.427,30645263.05930,0
1779178500000,77082.90,77161.00,76932.00,77038.60,1034.081,1779179399999,79667630.67550,27583,447.972,34510805.39970,0
1779179400000,77038.50,77291.30,76983.60,77145.50,1138.941,1779180299999,87836508.12960,30246,705.645,54424876.56430,0
1779180300000,77145.50,77181.00,77004.00,77015.80,629.912,1779181199999,48567796.72960,16231,251.820,19418515.68420,0
1779181200000,77015.90,77047.40,76966.70,76991.20,535.829,1779182099999,41260529.00930,16722,281.662,21689847.83600,0
1779182100000,76991.10,76991.10,76702.90,76734.10,2034.016,1779182999999,156277929.65670,44732,714.923,54917438.74560,0
1779183000000,76734.10,76825.50,76671.10,76769.40,1192.687,1779183899999,91532311.90370,32714,685.760,52632166.41370,0
1779183900000,76769.50,76817.00,76719.60,76787.40,774.275,1779184799999,59445061.87640,20055,439.750,33762707.49590,0
1779184800000,76787.30,76845.90,76725.10,76772.30,637.289,1779185699999,48938211.64950,17637,303.867,23335766.46220,0
1779185700000,76772.30,76816.40,76707.20,76802.90,501.049,1779186599999,38461368.53560,13670,293.325,22518908.71430,0
1779186600000,76803.10,76950.00,76706.50,76719.00,1170.075,1779187499999,89903867.50620,34324,514.255,39517977.44580,0
1779187500000,76719.00,77070.00,76666.00,77005.80,1210.325,1779188399999,93063056.76610,34126,561.084,43149045.44130,0
1779188400000,77005.80,77039.10,76929.50,76959.70,614.219,1779189299999,47288590.82280,21153,290.989,22403527.53670,0
1779189300000,76959.60,76987.90,76803.90,76845.10,790.161,1779190199999,60747672.34130,17607,371.681,28573122.38510,0
1779190200000,76845.00,76860.80,76576.80,76618.70,1291.340,1779191099999,99049177.06530,25843,379.613,29122359.88360,0
1779191100000,76618.70,76728.20,76618.60,76677.10,978.846,1779191999999,75059143.05290,20304,697.329,53470644.38910,0
1779192000000,76677.00,76764.20,76609.50,76753.40,703.792,1779192899999,53984481.51120,22162,340.724,26134576.56530,0
1779192900000,76753.50,76820.90,76722.00,76814.30,520.493,1779193799999,39965071.71700,14967,274.835,21102649.29020,0
1779193800000,76814.40,76920.00,76805.60,76868.80,543.564,1779194699999,41778740.75600,17433,272.270,20927229.19300,0
1779194700000,76868.90,76947.50,76849.90,76901.30,542.310,1779195599999,41702173.43170,13657,281.290,21629986.57720,0
1779195600000,76901.20,76947.80,76707.00,76793.40,950.624,1779196499999,73019302.50880,28186,390.807,30015166.66260,0
1779196500000,76793.50,76814.00,76556.00,76575.70,1516.504,1779197399999,116265772.91850,45540,747.871,57340965.66160,0
1779197400000,76575.80,77033.90,76560.00,76701.00,3448.753,1779198299999,264953097.77400,104059,1695.685,130277182.15610,0
1779198300000,76701.00,76998.70,76684.10,76846.10,1707.284,1779199199999,131211129.07800,60697,948.488,72889557.53460,0
1779199200000,76846.10,76981.40,76588.00,76588.10,3224.972,1779200099999,247478019.59560,80015,1392.557,106870585.28100,0
1779200100000,76588.10,76622.30,76258.00,76422.80,5056.131,1779200999999,386468730.98040,112923,2163.853,165376806.70020,0
1779201000000,76422.90,76560.00,76211.10,76434.00,3160.458,1779201899999,241387116.70910,74644,1571.758,120071621.73080,0
1779201900000,76434.00,76453.00,76107.10,76365.70,3042.957,1779202799999,232018132.67710,80690,1534.869,117039214.28950,0
1779202800000,76365.60,76563.60,76302.70,76559.60,2069.080,1779203699999,158213391.23370,48802,1146.920,87701971.22280,0
1779203700000,76559.60,76646.40,76377.00,76469.90,2006.893,1779204599999,153503938.41330,46704,825.569,63175497.76570,0
1779204600000,76470.00,76650.00,76400.00,76444.80,2154.769,1779205499999,164883397.48510,45865,654.569,50088775.13980,0
1779205500000,76444.90,76548.10,76384.00,76487.90,806.189,1779206399999,61633127.03410,23582,387.235,29606573.81410,0
1779206400000,76488.00,76550.00,76377.00,76434.90,1701.268,1779207299999,130027125.50350,33948,490.188,37471241.36460,0
1779207300000,76435.00,76586.00,76430.20,76584.60,1064.396,1779208199999,81454874.94030,25696,690.612,52849386.32830,0
1779208200000,76584.60,76770.20,76580.00,76767.50,1901.247,1779209099999,145806842.44810,37286,1226.213,94037951.26260,0
1779209100000,76767.50,76888.00,76712.90,76858.30,1550.177,1779209999999,119074164.21240,39593,927.093,71213917.92580,0
1779210000000,76858.40,76940.00,76828.50,76923.20,1155.080,1779210899999,88810291.31290,38275,495.191,38075840.25260,0
1779210900000,76923.20,76992.60,76840.10,76843.10,1245.607,1779211799999,95813919.47160,36286,472.001,36311725.47620,0
1779211800000,76843.00,76989.00,76720.50,76877.30,1668.871,1779212699999,128240066.85660,42810,795.845,61164608.66470,0
1779212700000,76877.20,76877.30,76725.70,76821.20,609.624,1779213599999,46813949.71930,21527,220.229,16910572.22860,0
1779213600000,76821.10,76916.10,76749.00,76884.50,671.478,1779214499999,51594174.36640,19672,268.161,20606913.32960,0
1779214500000,76884.50,76911.90,76723.60,76739.10,621.238,1779215399999,47721106.56640,23310,260.466,20006299.77360,0
1779215400000,76739.20,76831.10,76704.80,76810.20,517.901,1779216299999,39761807.48900,16663,225.643,17324200.15020,0
1779216300000,76810.20,76855.70,76732.80,76764.20,354.705,1779217199999,27241330.63790,17492,169.578,13023924.29320,0
1779217200000,76764.20,77030.50,76764.20,77021.40,764.556,1779218099999,58817691.24920,23659,539.488,41506883.74230,0
1779218100000,77021.50,77042.30,76720.90,76776.00,793.094,1779218999999,60987465.74740,26760,277.799,21355583.16310,0
1779219000000,76776.00,76874.00,76747.50,76832.30,277.673,1779219899999,21331986.96570,15262,160.398,12322275.34700,0
1779219900000,76832.20,76848.90,76733.10,76780.00,374.475,1779220799999,28754369.40960,19226,167.575,12867330.59440,0
1779220800000,76780.00,76917.20,76780.00,76907.20,293.599,1779221699999,22564971.39770,12330,154.371,11863796.30790,0
1779221700000,76907.20,76913.90,76858.30,76884.70,201.028,1779222599999,15457378.41450,7876,70.190,5397300.14400,0
1779222600000,76884.70,76945.20,76884.70,76900.00,223.804,1779223499999,17213408.33310,6744,85.907,6607043.07620,0
1779223500000,76900.00,77000.00,76899.90,76976.30,327.831,1779224399999,25235118.64060,9190,190.206,14640406.50170,0
1779224400000,76976.40,76993.30,76929.60,76969.60,295.238,1779225299999,22720707.19310,8599,151.067,11625563.44590,0
1779225300000,76969.60,77000.00,76938.10,76960.00,260.250,1779226199999,20033772.41800,7352,107.325,8262117.97900,0
1779226200000,76960.00,77003.10,76959.90,76988.00,250.832,1779227099999,19311040.21340,7247,140.807,10840401.32960,0
1779227100000,76988.10,76996.90,76942.40,76942.40,198.749,1779227999999,15297890.05640,7547,93.878,7225781.44460,0
1779228000000,76942.40,76942.50,76741.50,76747.00,1235.234,1779228899999,94859623.88360,31207,373.008,28642995.31420,0
1779228900000,76747.00,76760.20,76610.40,76638.90,905.956,1779229799999,69473253.81410,27733,466.115,35743161.94840,0
1779229800000,76638.80,76764.20,76611.00,76724.80,481.465,1779230699999,36930447.52700,14535,356.904,27376239.15430,0
1779230700000,76724.80,76736.10,76666.80,76676.10,297.289,1779231599999,22804352.75800,10097,91.898,7049372.42310,0
1779231600000,76676.00,76814.30,76633.00,76771.40,461.820,1779232499999,35427514.74350,12971,206.445,15839488.97590,0
1779232500000,76771.50,76876.10,76768.80,76870.00,306.752,1779233399999,23568625.68380,12266,204.409,15704634.73200,0
1779233400000,76870.10,76948.10,76852.70,76872.70,515.492,1779234299999,39642144.40070,14530,328.753,25281248.16860,0
1779234300000,76872.70,76886.10,76780.00,76799.90,262.217,1779235199999,20144986.83970,10636,105.097,8073957.89080,0
