open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1766102400000,85469.80,85570.70,85369.10,85454.20,721.217,1766103299999,61638654.27240,23824,363.380,31058586.76600,0
1766103300000,85454.20,85528.80,85372.90,85383.80,462.486,1766104199999,39524121.28550,19923,250.953,21447989.10770,0
1766104200000,85383.70,85426.90,85260.40,85268.70,752.530,1766105099999,64205225.67620,24584,325.984,27814342.29030,0
1766105100000,85268.70,85576.10,85260.00,85572.90,748.947,1766105999999,63996420.26600,23955,441.658,37742490.43200,0
1766106000000,85572.80,85572.80,85313.70,85406.20,608.912,1766106899999,52006492.80200,23589,269.358,23004247.21480,0
1766106900000,85406.10,85490.80,85120.50,85128.00,694.242,1766107799999,59216143.58680,27780,272.695,23266756.22670,0
1766107800000,85128.10,85342.40,85062.70,85305.60,838.159,1766108699999,71404568.83070,28787,408.213,34784299.21410,0
1766108700000,85305.60,85377.90,85076.00,85291.70,650.653,1766109599999,55478459.76310,26062,316.499,26992240.97100,0
1766109600000,85291.10,85305.60,85091.50,85203.20,772.089,1766110499999,65787883.59320,30538,333.755,28439152.95390,0
1766110500000,85203.20,85520.70,85169.00,85483.80,1040.464,1766111399999,88788933.14700,30195,646.127,55142833.88240,0
1766111400000,85483.80,85591.70,85339.90,85571.10,1086.395,1766112299999,92867465.43710,34831,639.926,54702896.24950,0
1766112300000,85571.10,85917.40,85526.60,85600.80,2761.085,1766113199999,236712739.45160,55114,1623.868,139226530.17740,0
1766113200000,85600.90,86444.00,85566.10,86331.30,4897.103,1766114099999,421602606.75880,120681,2845.057,244921797.49110,0
1766114100000,86331.40,87125.00,85916.00,87112.80,5441.538,1766114999999,471354513.60450,146536,3100.604,268666833.66760,0
1766115000000,87112.40,87550.00,86715.10,87018.20,6234.355,1766115899999,543336854.95670,176130,2976.947,259521596.50940,0
1766115900000,87018.20,87307.10,86653.10,86863.10,2893.889,1766116799999,251704905.87850,86909,1301.592,113225028.20530,0
1766116800000,86863.20,87349.90,86793.50,87329.40,3796.767,1766117699999,330566764.22340,88623,1877.893,163516263.64020,0
1766117700000,87329.30,87354.80,87000.00,87021.40,2064.341,1766118599999,179968028.67720,44446,679.792,59260640.41460,0
1766118600000,87021.40,87174.80,86930.30,86954.60,1308.207,1766119499999,113841139.38780,35797,646.160,56235682.78770,0
1766119500000,86954.60,87096.20,86954.60,87073.50,798.728,1766120399999,69528266.40700,26121,443.753,38628089.29990,0
1766120400000,87073.40,87157.80,86834.00,86960.00,1430.148,1766121299999,124356959.79110,41952,568.473,49439066.54030,0
1766121300000,86960.20,86970.20,86708.40,86739.50,1393.387,1766122199999,120965281.52470,33381,554.973,48174982.78330,0
1766122200000,86739.60,86925.00,86651.90,86863.30,1234.164,1766123099999,107101793.06030,31944,577.173,50094228.29400,0
1766123100000,86863.20,87200.00,86858.20,87099.70,1280.505,1766123999999,111468957.99590,34264,763.705,66478419.64020,0
1766124000000,87099.70,87177.80,86970.50,87011.80,643.779,1766124899999,56042464.56750,25053,310.528,27033542.96190,0
1766124900000,87011.80,87043.40,86871.60,86989.50,571.079,1766125799999,49651595.95250,21581,279.389,24291505.01130,0
1766125800000,86989.60,87096.20,86919.30,87093.50,473.462,1766126699999,41195028.97740,18395,244.358,21260862.57740,0
1766126700000,87093.40,87450.00,87040.90,87449.90,1383.292,1766127599999,120721540.90040,42116,845.645,73803113.61840,0
1766127600000,87450.00,88366.00,87436.30,88110.50,6010.543,1766128499999,528624423.46020,151643,3399.989,299012600.15600,0
1766128500000,88110.40,88190.90,87774.60,87896.70,2806.506,1766129399999,246815733.75670,71180,1058.992,93132141.77410,0
1766129400000,87896.60,87936.30,87688.20,87754.00,1373.143,1766130299999,120547133.43320,38172,619.473,54384904.57630,0
1766130300000,87754.10,87967.00,87726.50,87909.70,1471.542,1766131199999,129285309.74030,35657,788.315,69258118.11940,0
1766131200000,87909.70,88123.70,87816.00,87922.30,1447.185,1766132099999,127302180.89760,43085,689.296,60641536.96810,0
1766132100000,87922.40,87980.60,87700.00,87701.70,1031.528,1766132999999,90613638.78720,28466,367.696,32301245.88700,0
1766133000000,87700.00,88145.40,87700.00,87899.60,1541.216,1766133899999,135508921.42180,44764,790.563,69508453.06400,0
1766133900000,87899.60,88179.60,87888.30,88063.20,1240.101,1766134799999,109239563.32520,37022,612.563,53959855.44960,0
1766134800000,88063.20,88079.60,87901.60,87902.40,954.597,1766135699999,83969900.84990,30687,443.555,39015815.92240,0
1766135700000,87902.30,88057.30,87856.00,87984.70,643.771,1766136599999,56632568.21840,24774,366.966,32285036.84190,0
1766136600000,87984.80,88134.00,87911.00,87999.90,785.060,1766137499999,69090825.11890,26911,332.373,29251084.95450,0
1766137500000,87999.90,88076.50,87954.10,88068.30,429.071,1766138399999,37764773.98750,17182,226.326,19920011.58450,0
1766138400000,88068.40,88270.00,87996.90,88150.00,1083.993,1766139299999,95535229.14920,33426,551.576,48616619.66710,0
1766139300000,88150.10,88213.40,87884.40,87924.20,1288.234,1766140199999,113392844.63450,32590,550.194,48425915.92510,0
1766140200000,87924.10,88094.60,87888.60,88029.70,864.088,1766141099999,76017869.18120,22473,488.212,42953972.27270,0
1766141100000,88029.70,88333.70,88029.70,88237.10,2349.274,1766141999999,207237099.27180,39016,1661.479,146570676.14370,0
1766142000000,88237.20,88345.10,88100.10,88303.50,1193.713,1766142899999,105304397.22270,30201,732.671,64635284.02040,0
1766142900000,88303.40,88344.90,88139.10,88251.00,685.654,1766143799999,60497223.13090,24914,318.134,28071164.95550,0
1766143800000,88251.10,88334.20,88132.80,88251.10,676.703,1766144699999,59720615.89880,23713,365.282,32238505.26280,0
1766144700000,88251.00,88305.80,88158.70,88169.90,583.843,1766145599999,51516945.13420,15600,268.501,23693665.02090,0
1766145600000,88170.00,88223.60,87857.60,88170.30,2371.664,1766146499999,208797996.61560,62431,1084.161,95439378.90230,0
1766146500000,88170.20,88247.50,87967.50,87991.20,1039.567,1766147399999,91552211.78860,34538,442.909,39006679.77720,0
1766147400000,87991.20,88045.00,87925.80,88017.00,934.889,1766148299999,82261718.77850,29020,526.556,46331682.48820,0
1766148300000,88017.00,88118.50,87810.80,87840.80,2222.212,1766149199999,195343838.09590,41223,830.898,73052249.80610,0
1766149200000,87840.70,88022.40,87840.70,87971.20,1357.073,1766150099999,119345893.96740,33794,695.818,61191957.41060,0
1766150100000,87971.20,88031.00,87881.00,88007.40,677.292,1766150999999,59571110.50200,24579,330.062,29032839.74090,0
1766151000000,88007.50,88228.90,87800.00,88081.00,2513.605,1766151899999,221257232.78430,53448,1577.423,138877566.03800,0
1766151900000,88081.10,88081.10,87860.60,87968.10,1070.914,1766152799999,94195347.42250,25763,367.320,32306428.97300,0
1766152800000,87968.00,88182.00,87887.70,88128.10,943.393,1766153699999,83057267.43410,33612,578.443,50930884.40960,0
