1778457600000000,82210.07000000,82380.00000000,81877.72000000,81877.72000000,396.72626000,1778458499999999,32576688.53155450,47951,214.14899000,17588362.89407300,0
1778458500000000,81877.73000000,81877.73000000,81414.66000000,81679.99000000,458.40862000,1778459399999999,37432576.89124800,65778,153.81372000,12559509.76105330,0
1778459400000000,81680.00000000,81840.08000000,81488.17000000,81596.31000000,249.72901000,1778460299999999,20395282.00528810,36255,143.31176000,11708111.83885670,0
1778460300000000,81596.32000000,81648.00000000,81280.00000000,81471.13000000,189.13677000,1778461199999999,15406425.01671040,59314,97.86573000,7971503.30374040,0
1778461200000000,81471.13000000,81591.99000000,81291.23000000,81502.96000000,168.58146000,1778462099999999,13725379.55227860,46551,107.14299000,8723412.15446590,0
1778462100000000,81502.95000000,81744.85000000,81466.20000000,81626.88000000,163.10989000,1778462999999999,13311838.83580790,38034,109.18152000,8909312.07208640,0
1778463000000000,81626.88000000,81676.85000000,81456.92000000,81493.77000000,86.03457000,1778463899999999,7015136.25684180,30372,42.97582000,3504197.97097210,0
1778463900000000,81493.77000000,81593.86000000,81400.00000000,81501.72000000,78.19787000,1778464799999999,6372840.44612120,26161,41.77345000,3404375.13888140,0
1778464800000000,81501.73000000,81572.40000000,81362.14000000,81406.17000000,105.96005000,1778465699999999,8631170.37415400,33374,45.82941000,3733267.73407560,0
1778465700000000,81406.17000000,81406.17000000,81141.81000000,81241.58000000,174.37432000,1778466599999999,14167786.21866450,40151,65.09215000,5287585.66049600,0
1778466600000000,81241.58000000,81277.09000000,81117.64000000,81208.02000000,149.63433000,1778467499999999,12149678.41986300,28869,81.31643000,6602855.26800340,0
1778467500000000,81208.03000000,81263.60000000,81166.16000000,81169.08000000,62.00198000,1778468399999999,5035645.47154490,17841,33.29259000,2703956.04837640,0
1778468400000000,81169.09000000,81188.97000000,80610.00000000,80615.01000000,251.27192000,1778469299999999,20333600.28430000,54722,62.53562000,5060919.40628620,0
