open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1765584000000,90229.70,90398.00,90162.00,90302.90,811.681,1765584899999,73306221.40520,18418,475.953,42988521.72310,0
1765584900000,90302.90,90366.00,90258.00,90261.50,251.530,1765585799999,22715721.41680,8212,96.831,8744925.20460,0
1765585800000,90261.50,90299.90,90260.30,90299.90,251.460,1765586699999,22701903.35510,6049,103.014,9300402.64610,0
1765586700000,90299.90,90311.40,90276.00,90276.90,213.773,1765587599999,19301520.91010,4832,91.448,8257082.49940,0
1765587600000,90276.90,90321.10,90276.00,90283.10,232.890,1765588499999,21028319.97860,4954,107.803,9733936.86090,0
1765588500000,90283.10,90309.00,90276.00,90289.20,328.987,1765589399999,29700547.03740,4406,97.038,8760650.30190,0
1765589400000,90289.30,90289.30,90083.60,90108.80,857.069,1765590299999,77316563.34110,12049,196.099,17684196.35610,0
1765590300000,90108.90,90193.40,90077.00,90192.20,382.121,1765591199999,34435973.25340,8197,205.913,18557009.81980,0
1765591200000,90192.10,90282.00,90184.00,90246.80,320.788,1765592099999,28945955.78540,10037,170.931,15423368.28490,0
1765592100000,90246.90,90276.20,90240.00,90276.10,187.285,1765592999999,16902604.26460,4929,104.509,9432025.29750,0
1765593000000,90276.10,90276.10,90189.20,90236.70,183.486,1765593899999,16552837.83510,5856,119.954,10821047.65280,0
1765593900000,90236.70,90243.60,90188.00,90195.00,345.520,1765594799999,31168238.47340,5849,79.616,7182116.86350,0
1765594800000,90194.90,90255.60,90165.30,90255.60,239.202,1765595699999,21577147.86800,6466,148.613,13405864.77130,0
1765595700000,90255.60,90320.00,90255.50,90301.50,227.628,1765596599999,20553901.73480,7426,138.962,12547342.94650,0
1765596600000,90301.60,90432.00,90287.50,90370.20,556.229,1765597499999,50264775.28450,11129,386.372,34916247.77670,0
1765597500000,90370.20,90390.10,90293.90,90304.00,201.531,1765598399999,18204630.14410,6386,85.898,7758906.70710,0
1765598400000,90304.10,90319.70,90260.00,90265.10,229.679,1765599299999,20736296.07470,5920,101.489,9162234.83860,0
1765599300000,90265.00,90329.70,90229.00,90286.70,341.605,1765600199999,30839875.08120,6885,161.850,14610570.74210,0
1765600200000,90286.60,90360.20,90240.40,90342.30,343.696,1765601099999,31042611.99670,8387,164.467,14853373.27670,0
1765601100000,90342.20,90379.50,90326.20,90334.80,148.219,1765601999999,13391889.64260,4294,86.174,7786250.64130,0
1765602000000,90334.80,90350.90,90313.50,90338.60,183.621,1765602899999,16587019.87160,5370,83.229,7518142.43820,0
1765602900000,90338.60,90340.00,90300.00,90312.90,191.338,1765603799999,17280958.47770,4408,67.216,6071042.30230,0
1765603800000,90313.00,90325.00,90233.20,90236.60,208.366,1765604699999,18810007.68950,6151,73.572,6641914.33020,0
1765604700000,90236.70,90301.40,90226.80,90301.30,161.874,1765605599999,14610208.22000,5549,95.835,8650089.44190,0
1765605600000,90301.40,90320.50,90260.30,90280.50,213.682,1765606499999,19293083.71930,6291,102.354,9241441.91540,0
1765606500000,90280.40,90280.50,90232.30,90243.00,122.043,1765607399999,11014295.59440,4348,53.622,4839241.98400,0
1765607400000,90243.10,90308.40,90242.20,90297.90,135.236,1765608299999,12208063.92520,4220,79.051,7136324.75980,0
1765608300000,90297.80,90339.30,90284.30,90317.40,222.850,1765609199999,20127011.88730,6159,118.914,10739946.10870,0
1765609200000,90317.50,90323.00,90293.30,90293.30,287.269,1765610099999,25942716.86900,6245,100.820,9104816.45030,0
1765610100000,90293.30,90347.90,90293.30,90337.40,383.578,1765610999999,34647254.47370,7856,209.717,18942898.51070,0
1765611000000,90337.40,90362.10,90286.20,90310.60,326.771,1765611899999,29515716.84860,8071,168.510,15221005.72550,0
1765611900000,90310.50,90320.30,90274.50,90286.10,296.773,1765612799999,26797237.42360,5525,158.808,14339701.50740,0
1765612800000,90286.00,90320.60,90280.40,90320.60,260.029,1765613699999,23479875.39790,6441,151.747,13702420.37140,0
1765613700000,90320.60,90536.00,90316.40,90463.20,1757.301,1765614599999,158973309.59050,24497,1209.267,109404063.00920,0
1765614600000,90463.30,90470.10,90323.00,90369.30,739.533,1765615499999,66853648.52050,14554,279.481,25262664.42690,0
1765615500000,90369.30,90511.10,90353.10,90413.90,424.276,1765616399999,38368508.14560,13742,196.001,17725600.78830,0
1765616400000,90414.00,90463.30,90402.50,90438.00,250.150,1765617299999,22622048.42650,7824,143.006,12932585.44570,0
1765617300000,90438.10,90438.10,90383.90,90384.00,271.732,1765618199999,24566966.28670,6753,103.890,9392512.21650,0
1765618200000,90383.90,90450.00,90343.30,90415.50,249.831,1765619099999,22585063.80410,7847,133.433,12062971.38030,0
1765619100000,90415.40,90472.70,90338.00,90375.30,336.140,1765619999999,30389798.72270,10077,164.188,14845084.98940,0
1765620000000,90375.30,90449.40,90366.80,90431.00,239.683,1765620899999,21669928.08820,8756,119.155,10773223.04420,0
1765620900000,90431.00,90483.40,90429.10,90459.00,300.690,1765621799999,27199958.09960,7541,163.771,14814566.93610,0
1765621800000,90459.00,90599.00,90459.00,90556.70,611.606,1765622699999,55373008.03140,12730,396.455,35891814.31660,0
1765622700000,90556.70,90561.50,90480.00,90546.70,458.232,1765623599999,41482945.27460,9584,162.764,14735617.62650,0
1765623600000,90546.70,90563.10,90465.90,90491.70,468.372,1765624499999,42396015.59440,9983,157.725,14277818.88490,0
1765624500000,90491.70,90491.70,90406.80,90406.80,236.519,1765625399999,21390955.96190,6356,80.180,7251493.65270,0
1765625400000,90406.80,90409.50,90300.00,90320.70,635.242,1765626299999,57396514.42750,13379,215.184,19442640.96950,0
1765626300000,90320.70,90390.90,90239.00,90298.40,654.030,1765627199999,59068533.48920,14114,328.955,29710433.17620,0
1765627200000,90298.50,90441.90,90293.90,90383.60,459.108,1765628099999,41487436.40620,11473,245.552,22189112.16770,0
1765628100000,90383.60,90391.60,90280.50,90280.50,291.687,1765628999999,26352286.37990,8979,89.127,8052237.53170,0
1765629000000,90280.50,90398.90,90255.00,90258.70,459.078,1765629899999,41471340.38670,11851,228.126,20607823.66350,0
1765629900000,90258.70,90309.90,90241.10,90309.80,316.052,1765630799999,28532720.41980,8798,136.300,12305338.70380,0
1765630800000,90309.80,90377.90,90280.70,90302.20,368.959,1765631699999,33328852.68180,12119,150.820,13623575.40700,0
1765631700000,90302.20,90419.30,90166.20,90184.40,810.019,1765632599999,73127326.25720,20428,261.175,23577702.58680,0
1765632600000,90184.50,90272.70,90153.60,90196.00,528.541,1765633499999,47680050.23740,14220,226.273,20412432.53350,0
1765633500000,90196.00,90276.90,90192.70,90215.00,233.947,1765634399999,21108085.50860,7333,113.431,10234376.14700,0
1765634400000,90215.10,90305.50,90200.00,90259.20,375.632,1765635299999,33895556.98720,13414,191.950,17321236.94130,0
1765635300000,90259.30,90259.30,89921.90,89921.90,1816.763,1765636199999,163628273.11440,33531,576.600,51925496.22290,0
1765636200000,89921.90,90292.90,89888.00,90136.80,1200.508,1765637099999,108152364.37630,28746,680.759,61333450.30260,0
1765637100000,90136.90,90185.80,90040.00,90048.50,358.279,1765637999999,32284844.33000,12481,162.357,14630393.78020,0
1765638000000,90048.50,90259.00,90027.10,90116.20,599.982,1765638899999,54093214.54300,19200,352.489,31778083.75290,0
1765638900000,90116.30,90139.70,90062.80,90107.60,295.338,1765639799999,26611276.07630,10992,131.066,11809569.87880,0
1765639800000,90107.50,90132.80,90062.20,90074.60,340.821,1765640699999,30707352.23360,10413,196.466,17701542.79930,0
1765640700000,90074.70,90076.10,89999.00,90055.40,566.690,1765641599999,51020628.42430,11811,268.821,24203878.54550,0
1765641600000,90055.30,90236.60,90045.10,90150.00,635.290,1765642499999,57262996.25570,16770,309.784,27924922.36720,0
1765642500000,90150.00,90166.40,90030.30,90040.10,340.881,1765643399999,30703767.42330,8805,147.795,13311264.21800,0
1765643400000,90040.10,90075.00,89993.40,90019.90,405.973,1765644299999,36549279.55190,10281,173.926,15659462.61070,0
1765644300000,90019.80,90121.40,90000.00,90054.00,340.250,1765645199999,30645727.24570,8024,188.022,16934961.95620,0
1765645200000,90054.10,90063.90,89944.00,90032.90,441.352,1765646099999,39717780.08030,12164,207.198,18646477.00140,0
1765646100000,90032.80,90068.60,89960.00,89986.50,272.966,1765646999999,24568164.08690,8613,133.739,12037521.85870,0
1765647000000,89986.50,90067.50,89958.20,90064.50,343.685,1765647899999,30933616.33460,8740,213.021,19173992.61790,0
1765647900000,90064.50,90070.10,89996.70,90022.50,223.925,1765648799999,20161629.29520,6498,105.434,9492855.60320,0
1765648800000,90022.50,90163.00,90011.60,90143.90,314.029,1765649699999,28290183.84370,9812,232.689,20962931.27670,0
1765649700000,90143.80,90143.90,90089.00,90122.70,221.736,1765650599999,19983460.23280,6869,110.679,9974484.76850,0
1765650600000,90122.80,90150.00,90100.00,90109.00,164.316,1765651499999,14807432.61660,4908,76.546,6897928.79040,0
1765651500000,90109.10,90118.40,90064.40,90089.10,138.570,1765652399999,12483611.23800,5319,64.318,5794198.77780,0
1765652400000,90089.20,90144.10,90074.70,90144.10,116.626,1765653299999,10508891.82280,4299,68.509,6173354.71990,0
1765653300000,90144.10,90152.10,90099.60,90099.70,226.797,1765654199999,20441674.76840,5691,77.980,7028355.34300,0
1765654200000,90099.60,90195.60,90099.60,90180.30,223.218,1765655099999,20126124.55270,6961,117.688,10610778.02220,0
1765655100000,90180.30,90186.00,90136.00,90150.90,167.348,1765655999999,15088646.46900,5018,62.457,5631382.33130,0
1765656000000,90150.80,90187.30,90123.60,90123.60,167.796,1765656899999,15127211.77720,5210,85.199,7681335.36270,0
1765656900000,90123.70,90123.70,90094.70,90111.80,116.908,1765657799999,10534306.56450,3436,55.689,5017944.91120,0
1765657800000,90111.80,90137.80,90073.00,90107.90,176.364,1765658699999,15891152.35850,4645,73.797,6649310.32110,0
1765658700000,90107.80,90156.20,90000.20,90058.40,335.698,1765659599999,30238503.02200,7698,169.236,15245539.56350,0
1765659600000,90058.50,90076.10,89954.00,89965.50,481.584,1765660499999,43341077.59060,12129,203.295,18296768.91220,0
1765660500000,89965.50,89994.60,89869.50,89925.90,370.509,1765661399999,33319508.03980,10173,154.142,13862096.71660,0
1765661400000,89925.80,90039.40,89711.90,90018.00,1203.514,1765662299999,108172495.01100,28728,572.785,51490251.57660,0
1765662300000,90018.00,90150.00,89979.80,90137.80,335.577,1765663199999,30227217.71530,11711,216.790,19528689.01020,0
1765663200000,90137.90,90227.40,89957.30,90020.70,450.564,1765664099999,40608842.48880,13625,217.325,19588908.98650,0
1765664100000,90020.60,90098.70,90009.40,90064.50,235.636,1765664999999,21221063.20550,7266,161.306,14526956.02660,0
1765665000000,90064.50,90215.10,90055.40,90122.60,204.388,1765665899999,18423669.61660,9681,133.966,12075395.95490,0
1765665900000,90122.70,90174.20,90049.50,90092.40,272.705,1765666799999,24569999.71370,23752,154.454,13915939.02880,0
1765666800000,90092.30,90149.90,90018.20,90145.10,217.500,1765667699999,19597134.71740,11449,129.402,11658922.87560,0
1765667700000,90145.00,90178.30,90100.00,90157.70,200.835,1765668599999,18103961.30860,8141,119.712,10791359.41180,0
1765668600000,90157.70,90224.80,90155.40,90200.70,202.377,1765669499999,18252349.83690,7477,113.256,10214566.68610,0
1765669500000,90200.70,90248.00,90191.30,90191.30,386.266,1765670399999,34849827.44340,7989,178.225,16080115.79800,0
