1778112000000000,81447.01000000,81490.03000000,81366.49000000,81426.58000000,98.72977000,1778112899999999,8040997.37414240,24929,67.50490000,5497929.59548840,0
1778112900000000,81426.58000000,81438.84000000,81227.27000000,81227.27000000,66.32416000,1778113799999999,5393774.27033970,22270,29.91053000,2432812.12116960,0
1778113800000000,81227.28000000,81239.74000000,80987.00000000,81027.98000000,137.70432000,1778114699999999,11167093.76309660,35030,49.25161000,3995238.93428730,0
1778114700000000,81027.98000000,81138.47000000,80980.00000000,81016.96000000,104.77133000,1778115599999999,8491004.59495910,27375,49.81714000,4036960.20629790,0
1778115600000000,81016.96000000,81155.36000000,80830.23000000,81151.53000000,229.22088000,1778116499999999,18561342.66925470,55360,94.72296000,7673458.87338710,0
1778116500000000,81151.53000000,81222.76000000,80976.00000000,81210.01000000,141.42089000,1778117399999999,11468240.26727160,31841,67.94788000,5511411.18203680,0
1778117400000000,81210.00000000,81284.67000000,81130.69000000,81278.60000000,118.31329000,1778118299999999,9608920.18955150,23534,69.51170000,5645776.93768110,0
1778118300000000,81278.60000000,81278.60000000,81130.92000000,81167.80000000,76.44065000,1778119199999999,6206537.58342900,19856,30.63330000,2487061.70603150,0
1778119200000000,81167.79000000,81180.74000000,80915.71000000,80933.63000000,132.92012000,1778120099999999,10770286.55494570,29788,61.14292000,4954206.71528540,0
1778120100000000,80933.64000000,80999.03000000,80883.54000000,80898.00000000,263.58623000,1778120999999999,21331025.75611210,26862,108.58782000,8787944.00913550,0
1778121000000000,80898.00000000,81045.88000000,80892.04000000,80967.90000000,255.98985000,1778121899999999,20721898.70973470,19940,168.59308000,13646258.92451830,0
1778121900000000,80967.90000000,81153.90000000,80964.55000000,81113.34000000,97.45595000,1778122799999999,7900231.98243670,17400,59.76861000,4845378.61787710,0
1778122800000000,81113.35000000,81113.35000000,81020.07000000,81020.17000000,88.16757000,1778123699999999,7146012.64998250,14302,19.60828000,1589293.55708740,0
1778123700000000,81020.18000000,81072.03000000,80866.13000000,80971.54000000,76.84107000,1778124599999999,6221055.92323310,15480,29.22313000,2365772.49821450,0
1778124600000000,80971.55000000,81006.00000000,80910.00000000,80980.01000000,48.67155000,1778125499999999,3940823.61349190,12994,20.84707000,1687833.55774910,0
1778125500000000,80980.01000000,81013.43000000,80834.61000000,80834.91000000,131.61547000,1778126399999999,10649606.48085590,16006,30.57437000,2474203.23529650,0
1778126400000000,80834.92000000,80907.43000000,80725.09000000,80869.87000000,149.76129000,1778127299999999,12102423.81619750,23989,59.35800000,4796781.83338400,0
1778127300000000,80869.87000000,80978.00000000,80852.33000000,80933.34000000,99.12051000,1778128199999999,8021828.77221250,15869,58.32226000,4720103.54782070,0
1778128200000000,80933.34000000,80978.00000000,80860.47000000,80887.12000000,71.90195000,1778129099999999,5817156.93129620,13695,42.92898000,3472995.02391240,0
1778129100000000,80887.12000000,80989.59000000,80887.11000000,80979.19000000,67.04372000,1778129999999999,5426726.31784380,12579,44.45716000,3598500.54255230,0
1778130000000000,80979.19000000,81172.27000000,80974.06000000,81116.85000000,151.65351000,1778130899999999,12296909.51423160,21713,116.62008000,9456857.59369990,0
1778130900000000,81116.85000000,81155.72000000,81057.99000000,81102.02000000,61.51763000,1778131799999999,4989885.46272680,11099,31.60050000,2563258.57951010,0
1778131800000000,81102.03000000,81149.95000000,81037.61000000,81080.11000000,95.73681000,1778132699999999,7762003.50845560,13131,54.73693000,4438028.27523330,0
1778132700000000,81080.10000000,81088.00000000,81003.42000000,81088.00000000,46.43839000,1778133599999999,3763723.47523620,10045,18.66153000,1512490.25382050,0
1778133600000000,81088.00000000,81088.00000000,80874.41000000,80899.21000000,145.01128000,1778134499999999,11740588.94370890,16315,38.85808000,3147110.92211180,0
1778134500000000,80899.21000000,81030.13000000,80899.20000000,81030.12000000,94.75712000,1778135399999999,7672501.66676060,15937,56.01318000,4535463.69197980,0
1778135400000000,81030.12000000,81382.28000000,81030.12000000,81369.70000000,266.97836000,1778136299999999,21695943.28568970,33932,192.34990000,15630265.04770860,0
