open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1765411200000,91977.50,92046.30,91900.10,91987.00,834.321,1765412099999,76736873.29690,28877,481.094,44249593.25950,0
1765412100000,91987.00,91998.50,91711.00,91731.70,1320.674,1765412999999,121241093.26790,30333,450.231,41333244.60740,0
1765413000000,91731.80,91758.60,91162.50,91243.10,4591.273,1765413899999,419861966.95920,86115,1513.894,138464058.28340,0
1765413900000,91243.10,91406.60,91011.00,91350.10,2817.127,1765414799999,256968290.82310,79419,1344.391,122633979.69040,0
1765414800000,91350.10,91370.20,90917.80,90935.50,2847.422,1765415699999,259305496.07650,63410,850.434,77488759.45820,0
1765415700000,90935.50,91071.50,90660.10,91044.00,3408.535,1765416599999,309656912.26000,87167,1663.135,151092175.21370,0
1765416600000,91044.00,91247.30,90852.90,90960.00,1599.147,1765417499999,145577987.01060,52535,824.140,75026526.91600,0
1765417500000,90959.90,90975.30,90600.00,90637.00,1518.808,1765418399999,137803895.56540,43863,646.758,58685261.86300,0
1765418400000,90637.00,90637.00,90120.10,90196.00,4115.478,1765419299999,371948124.86630,103431,1773.043,160246744.33400,0
1765419300000,90195.90,90339.10,89888.00,90039.10,3657.121,1765420199999,329568356.25550,96708,1672.491,150771607.65730,0
1765420200000,90039.10,90176.00,89838.00,90025.30,2486.847,1765421099999,223766200.94440,73920,1199.662,107955245.66710,0
1765421100000,90025.40,90121.60,89820.00,90034.40,1809.254,1765421999999,162764457.42730,50220,932.647,83902392.15170,0
1765422000000,90034.40,90034.40,89321.00,89594.40,4654.608,1765422899999,417419648.28870,110898,1892.046,169700720.85450,0
1765422900000,89594.40,89985.50,89480.00,89700.20,2964.004,1765423799999,266036926.29890,73097,1809.873,162456599.39130,0
1765423800000,89700.30,89850.10,89542.20,89779.90,1794.007,1765424699999,160946443.83740,53478,962.629,86364620.81780,0
1765424700000,89779.90,89869.30,89705.40,89833.10,1346.404,1765425599999,120910668.49920,38122,674.008,60529184.93460,0
1765425600000,89833.10,90041.80,89640.40,90001.60,2055.959,1765426499999,184789187.87500,54809,1203.799,108202754.19570,0
1765426500000,90001.50,90080.00,89833.00,89999.10,1557.001,1765427399999,140035752.90150,38668,862.782,77597692.38070,0
1765427400000,89999.10,90115.00,89950.10,90061.30,1561.866,1765428299999,140641596.72520,38213,747.468,67307360.83330,0
1765428300000,90061.30,90445.60,89978.60,90386.60,2222.037,1765429199999,200561626.59330,46808,1310.556,118273902.71830,0
1765429200000,90386.60,90386.60,90016.90,90065.90,1181.216,1765430099999,106528822.40400,33301,487.713,43984323.00440,0
1765430100000,90065.90,90307.70,90050.00,90226.60,892.528,1765430999999,80498991.81290,23256,558.908,50406964.14120,0
1765431000000,90226.50,90250.00,90121.10,90171.10,517.642,1765431899999,46680747.03300,17009,233.576,21064011.63860,0
1765431900000,90171.10,90300.00,90150.00,90262.00,459.694,1765432799999,41480123.16290,14595,289.640,26135379.14820,0
1765432800000,90262.10,90262.10,90180.00,90213.30,452.592,1765433699999,40831303.04000,14152,213.745,19283167.67680,0
1765433700000,90213.30,90213.30,89914.20,90064.90,1342.057,1765434599999,120820773.10750,29990,505.389,45496754.06250,0
1765434600000,90064.90,90412.60,90064.90,90274.50,1219.952,1765435499999,110123653.75510,35424,721.709,65142275.60480,0
