1777248000000000,78657.55000000,78876.66000000,78562.50000000,78582.59000000,256.80371000,1777248899999999,20222166.16714890,46499,150.85925000,11879134.67396530,0
1777248900000000,78582.58000000,78650.00000000,78400.03000000,78485.44000000,164.70014000,1777249799999999,12938010.51807690,36139,80.97057000,6361239.18959380,0
1777249800000000,78485.43000000,78828.42000000,78407.22000000,78813.85000000,188.33143000,1777250699999999,14808523.59435930,42996,137.75059000,10831837.85340480,0
1777250700000000,78813.86000000,79392.40000000,78773.91000000,79308.60000000,661.39121000,1777251599999999,52297835.96269910,85329,441.87248000,34945089.96348460,0
1777251600000000,79309.00000000,79485.66000000,79111.59000000,79127.83000000,365.58217000,1777252499999999,29001506.62619200,84438,147.11817000,11673095.26090160,0
1777252500000000,79127.84000000,79127.84000000,78730.71000000,78908.39000000,255.45300000,1777253399999999,20173085.85746010,56885,137.30249000,10844591.61740960,0
1777253400000000,78908.37000000,79159.65000000,78846.35000000,79051.26000000,155.02412000,1777254299999999,12241865.22699750,40598,75.70978000,5980322.90926270,0
1777254300000000,79051.26000000,79375.00000000,79051.26000000,79283.66000000,217.03288000,1777255199999999,17192933.21321120,44296,148.04249000,11726811.70509150,0
1777255200000000,79283.65000000,79304.00000000,79088.64000000,79184.00000000,84.49820000,1777256099999999,6689610.02546540,25867,46.50456000,3681918.77411000,0
1777256100000000,79184.00000000,79256.51000000,79030.91000000,79123.48000000,121.65903000,1777256999999999,9628401.41483490,26542,59.80739000,4733217.53517180,0
1777257000000000,79123.48000000,79258.87000000,79039.14000000,79070.13000000,107.83046000,1777257899999999,8530598.42847870,29836,46.62846000,3689851.59453290,0
1777257900000000,79070.12000000,79198.90000000,79066.12000000,79130.01000000,67.24154000,1777258799999999,5321140.19885070,20403,39.14235000,3097619.19050140,0
1777258800000000,79130.01000000,79250.00000000,79077.81000000,79209.04000000,70.21496000,1777259699999999,5559672.09996170,24991,42.29033000,3348590.89608540,0
1777259700000000,79209.04000000,79269.87000000,79175.62000000,79246.90000000,126.81470000,1777260599999999,10047179.78553770,25777,58.16128000,4608489.14706430,0
1777260600000000,79246.91000000,79316.50000000,79173.17000000,79237.10000000,119.25158000,1777261499999999,9450738.06471590,22957,63.32703000,5018895.83359200,0
1777261500000000,79237.10000000,79252.17000000,79079.48000000,79105.49000000,81.16715000,1777262399999999,6426302.64599300,13866,31.83561000,2520525.65870700,0
1777262400000000,79105.50000000,79130.63000000,79009.50000000,79057.82000000,107.00215000,1777263299999999,8460892.36278310,21450,44.02201000,3481194.17968510,0
